# Logfile created on Tue Jan 03 22:13:21 CET 2006 by logger.rb/1.5.2.7
I, [2006-01-03T22:13:21.906624 #26646]  INFO -- : Beginning:
I, [2006-01-03T22:13:22.105774 #26646]  INFO -- :  Empty place: 5,7 contains: .
I, [2006-01-03T22:13:22.106139 #26646]  INFO -- :  Empty place: 11,10 contains: .
I, [2006-01-03T22:13:22.106296 #26646]  INFO -- :  Empty place: 17,2 contains: .
I, [2006-01-03T22:13:22.106510 #26646]  INFO -- :  Empty place: 12,4 contains: .
I, [2006-01-03T22:13:22.106734 #26646]  INFO -- :  Empty place: 7,7 contains: .
I, [2006-01-03T22:13:22.106901 #26646]  INFO -- :  Empty place: 8,15 contains: .
I, [2006-01-03T22:13:22.107067 #26646]  INFO -- :  Empty place: 44,17 contains: .
I, [2006-01-03T22:13:22.107225 #26646]  INFO -- :  Empty place: 12,18 contains: .
I, [2006-01-03T22:13:22.107408 #26646]  INFO -- :  Empty place: 20,6 contains: .
I, [2006-01-03T22:13:22.107548 #26646]  INFO -- :  Empty place: 44,9 contains: .
I, [2006-01-03T22:13:22.107874 #26646]  INFO -- :  Empty place: 49,9 contains: .
I, [2006-01-03T22:13:22.108034 #26646]  INFO -- :  Empty place: 13,16 contains: .
I, [2006-01-03T22:13:22.108202 #26646]  INFO -- :  Empty place: 57,21 contains: .
I, [2006-01-03T22:13:22.108489 #26646]  INFO -- :  Empty place: 12,18 contains: .
I, [2006-01-03T22:13:22.108664 #26646]  INFO -- :  Empty place: 49,9 contains: .
I, [2006-01-03T22:13:22.108807 #26646]  INFO -- :  Empty place: 44,17 contains: .
I, [2006-01-03T22:13:22.108974 #26646]  INFO -- :  Empty place: 20,4 contains: .
I, [2006-01-03T22:13:22.109230 #26646]  INFO -- :  Empty place: 7,2 contains: .
I, [2006-01-03T22:13:22.109424 #26646]  INFO -- :  Empty place: 49,12 contains: .
I, [2006-01-03T22:13:22.109615 #26646]  INFO -- :  Empty place: 54,12 contains: .
I, [2006-01-03T22:13:22.109768 #26646]  INFO -- :  Empty place: 61,13 contains: .
I, [2006-01-03T22:13:22.109987 #26646]  INFO -- :  Empty place: 39,22 contains: .
I, [2006-01-03T22:13:22.110180 #26646]  INFO -- :  Empty place: 12,4 contains: .
I, [2006-01-03T22:13:22.110367 #26646]  INFO -- :  Empty place: 60,17 contains: .
I, [2006-01-03T22:13:22.110531 #26646]  INFO -- :  Empty place: 10,17 contains: .
I, [2006-01-03T22:13:22.110709 #26646]  INFO -- :  Empty place: 7,5 contains: .
I, [2006-01-03T22:13:22.110863 #26646]  INFO -- :  Empty place: 18,12 contains: .
I, [2006-01-03T22:13:22.111153 #26646]  INFO -- :  Empty place: 49,8 contains: .
I, [2006-01-03T22:13:22.111320 #26646]  INFO -- :  Empty place: 31,15 contains: .
I, [2006-01-03T22:13:22.111492 #26646]  INFO -- :  Empty place: 44,17 contains: .
I, [2006-01-03T22:13:22.111682 #26646]  INFO -- :  Empty place: 13,18 contains: .
I, [2006-01-03T22:13:22.111951 #26646]  INFO -- :  Empty place: 46,9 contains: .
I, [2006-01-03T22:13:22.116050 #26646]  INFO -- :  Empty place: 29,10 contains: .
I, [2006-01-03T22:13:22.116302 #26646]  INFO -- :  Empty place: 9,13 contains: .
I, [2006-01-03T22:13:22.116597 #26646]  INFO -- :  Empty place: 57,19 contains: .
I, [2006-01-03T22:13:22.116804 #26646]  INFO -- :  Empty place: 44,17 contains: .
I, [2006-01-03T22:13:22.116950 #26646]  INFO -- :  Empty place: 18,8 contains: .
I, [2006-01-03T22:13:22.117116 #26646]  INFO -- :  Empty place: 40,5 contains: .
I, [2006-01-03T22:13:22.117374 #26646]  INFO -- :  Empty place: 31,14 contains: .
I, [2006-01-03T22:13:22.117514 #26646]  INFO -- :  Empty place: 13,18 contains: .
I, [2006-01-03T22:13:22.117656 #26646]  INFO -- :  Empty place: 49,12 contains: .
I, [2006-01-03T22:13:22.117847 #26646]  INFO -- :  Empty place: 12,10 contains: .
I, [2006-01-03T22:13:22.118017 #26646]  INFO -- :  Empty place: 51,19 contains: .
I, [2006-01-03T22:13:22.118168 #26646]  INFO -- :  Empty place: 31,15 contains: .
I, [2006-01-03T22:13:22.118352 #26646]  INFO -- :  Empty place: 30,2 contains: .
I, [2006-01-03T22:13:22.118492 #26646]  INFO -- :  Empty place: 26,14 contains: .
I, [2006-01-03T22:13:22.118776 #26646]  INFO -- :  Empty place: 51,20 contains: .
I, [2006-01-03T22:13:22.119002 #26646]  INFO -- :  Empty place: 60,18 contains: .
I, [2006-01-03T22:13:22.119172 #26646]  INFO -- :  Empty place: 57,19 contains: .
I, [2006-01-03T22:13:22.119356 #26646]  INFO -- :  Empty place: 18,8 contains: .
I, [2006-01-03T22:13:22.119487 #26646]  INFO -- :  Empty place: 57,19 contains: .
I, [2006-01-03T22:13:22.119622 #26646]  INFO -- :  Empty place: 18,12 contains: .
I, [2006-01-03T22:13:22.119824 #26646]  INFO -- :  Empty place: 17,16 contains: .
I, [2006-01-03T22:13:22.120017 #26646]  INFO -- :  Empty place: 23,17 contains: .
I, [2006-01-03T22:13:22.120140 #26646]  INFO -- :  Empty place: 59,21 contains: .
I, [2006-01-03T22:13:22.120425 #26646]  INFO -- :  Empty place: 49,14 contains: .
I, [2006-01-03T22:13:22.120748 #26646]  INFO -- :  Empty place: 18,12 contains: .
I, [2006-01-03T22:13:22.120878 #26646]  INFO -- :  Empty place: 31,14 contains: .
I, [2006-01-03T22:13:22.121008 #26646]  INFO -- :  Empty place: 20,12 contains: .
I, [2006-01-03T22:13:22.121215 #26646]  INFO -- :  Empty place: 13,22 contains: .
I, [2006-01-03T22:13:22.121377 #26646]  INFO -- :  Empty place: 38,22 contains: .
I, [2006-01-03T22:13:22.121661 #26646]  INFO -- :  Empty place: 38,14 contains: .
I, [2006-01-03T22:13:22.121943 #26646]  INFO -- :  Empty place: 16,20 contains: .
I, [2006-01-03T22:13:22.122083 #26646]  INFO -- :  Empty place: 48,4 contains: .
I, [2006-01-03T22:13:22.122204 #26646]  INFO -- :  Empty place: 19,22 contains: .
I, [2006-01-03T22:13:22.122394 #26646]  INFO -- :  Empty place: 7,3 contains: .
I, [2006-01-03T22:13:22.122545 #26646]  INFO -- :  Empty place: 49,12 contains: .
I, [2006-01-03T22:13:22.122849 #26646]  INFO -- :  Empty place: 46,7 contains: .
I, [2006-01-03T22:13:22.123024 #26646]  INFO -- :  Empty place: 35,19 contains: .
I, [2006-01-03T22:13:22.123204 #26646]  INFO -- :  Empty place: 38,15 contains: .
I, [2006-01-03T22:13:22.123569 #26646]  INFO -- :  Empty place: 19,10 contains: .
I, [2006-01-03T22:13:22.123728 #26646]  INFO -- :  Empty place: 23,17 contains: .
I, [2006-01-03T22:13:22.124015 #26646]  INFO -- :  Empty place: 25,18 contains: .
I, [2006-01-03T22:13:22.124293 #26646]  INFO -- :  Empty place: 49,14 contains: .
I, [2006-01-03T22:13:22.124423 #26646]  INFO -- :  Empty place: 29,8 contains: .
I, [2006-01-03T22:13:22.124556 #26646]  INFO -- :  Empty place: 16,6 contains: .
I, [2006-01-03T22:13:22.124708 #26646]  INFO -- :  Empty place: 16,7 contains: .
I, [2006-01-03T22:13:22.124836 #26646]  INFO -- :  Empty place: 35,16 contains: .
I, [2006-01-03T22:13:22.124977 #26646]  INFO -- :  Empty place: 44,17 contains: .
I, [2006-01-03T22:13:22.125442 #26646]  INFO -- :  Empty place: 5,7 contains: .
I, [2006-01-03T22:13:22.125627 #26646]  INFO -- :  Empty place: 21,18 contains: .
I, [2006-01-03T22:13:22.125804 #26646]  INFO -- :  Empty place: 26,5 contains: .
I, [2006-01-03T22:13:22.125927 #26646]  INFO -- :  Empty place: 16,2 contains: .
I, [2006-01-03T22:13:22.126115 #26646]  INFO -- :  Empty place: 46,7 contains: .
I, [2006-01-03T22:13:22.126308 #26646]  INFO -- :  Empty place: 31,15 contains: .
I, [2006-01-03T22:13:22.126540 #26646]  INFO -- :  Empty place: 15,14 contains: .
I, [2006-01-03T22:13:22.126681 #26646]  INFO -- :  Empty place: 11,10 contains: .
I, [2006-01-03T22:13:22.126827 #26646]  INFO -- :  Empty place: 20,14 contains: .
I, [2006-01-03T22:13:22.127021 #26646]  INFO -- :  Empty place: 9,9 contains: .
I, [2006-01-03T22:13:22.127163 #26646]  INFO -- :  Empty place: 17,16 contains: .
I, [2006-01-03T22:13:22.127453 #26646]  INFO -- :  Empty place: 15,10 contains: .
I, [2006-01-03T22:13:22.127603 #26646]  INFO -- :  Empty place: 46,7 contains: .
I, [2006-01-03T22:13:22.127818 #26646]  INFO -- :  Empty place: 51,19 contains: .
I, [2006-01-03T22:13:22.128003 #26646]  INFO -- :  Empty place: 44,6 contains: .
I, [2006-01-03T22:13:22.128127 #26646]  INFO -- :  Empty place: 18,12 contains: .
I, [2006-01-03T22:13:22.128412 #26646]  INFO -- :  Empty place: 16,7 contains: .
I, [2006-01-03T22:13:22.128554 #26646]  INFO -- :  Empty place: 46,9 contains: .
I, [2006-01-03T22:13:22.128671 #26646]  INFO -- :  Empty place: 60,18 contains: .
I, [2006-01-03T22:13:22.128862 #26646]  INFO -- :  Empty place: 42,13 contains: .
I, [2006-01-03T22:13:22.128996 #26646]  INFO -- :  Empty place: 29,2 contains: .
I, [2006-01-03T22:13:22.129168 #26646]  INFO -- :  Empty place: 60,17 contains: .
I, [2006-01-03T22:13:22.129348 #26646]  INFO -- :  Empty place: 42,17 contains: .
I, [2006-01-03T22:13:22.129496 #26646]  INFO -- :  Empty place: 38,22 contains: .
I, [2006-01-03T22:13:22.129746 #26646]  INFO -- :  Empty place: 13,16 contains: .
I, [2006-01-03T22:13:22.129889 #26646]  INFO -- :  Empty place: 42,19 contains: .
I, [2006-01-03T22:13:22.130023 #26646]  INFO -- :  Empty place: 18,12 contains: .
I, [2006-01-03T22:13:22.130170 #26646]  INFO -- :  Empty place: 5,3 contains: .
I, [2006-01-03T22:13:22.130371 #26646]  INFO -- :  Empty place: 38,14 contains: .
I, [2006-01-03T22:13:22.130558 #26646]  INFO -- :  Empty place: 37,22 contains: .
I, [2006-01-03T22:13:22.130853 #26646]  INFO -- :  Empty place: 9,9 contains: .
I, [2006-01-03T22:13:22.131036 #26646]  INFO -- :  Empty place: 44,20 contains: .
I, [2006-01-03T22:13:22.131328 #26646]  INFO -- :  Empty place: 23,21 contains: .
I, [2006-01-03T22:13:22.131458 #26646]  INFO -- :  Empty place: 9,9 contains: .
I, [2006-01-03T22:13:22.131582 #26646]  INFO -- :  Empty place: 15,10 contains: .
I, [2006-01-03T22:13:22.131868 #26646]  INFO -- :  Empty place: 17,2 contains: .
I, [2006-01-03T22:13:22.132077 #26646]  INFO -- :  Empty place: 23,10 contains: .
I, [2006-01-03T22:13:22.132231 #26646]  INFO -- :  Empty place: 20,4 contains: .
I, [2006-01-03T22:13:22.132360 #26646]  INFO -- :  Empty place: 7,3 contains: .
I, [2006-01-03T22:13:22.132565 #26646]  INFO -- :  Empty place: 23,3 contains: .
I, [2006-01-03T22:13:22.132739 #26646]  INFO -- :  Empty place: 49,8 contains: .
I, [2006-01-03T22:13:22.132935 #26646]  INFO -- :  Empty place: 11,10 contains: .
I, [2006-01-03T22:13:22.133099 #26646]  INFO -- :  Empty place: 6,10 contains: .
I, [2006-01-03T22:13:22.133254 #26646]  INFO -- :  Empty place: 9,10 contains: .
I, [2006-01-03T22:13:22.133420 #26646]  INFO -- :  Empty place: 14,18 contains: .
I, [2006-01-03T22:13:22.133609 #26646]  INFO -- :  Empty place: 35,16 contains: .
I, [2006-01-03T22:13:22.133757 #26646]  INFO -- :  Empty place: 54,17 contains: .
I, [2006-01-03T22:13:22.133940 #26646]  INFO -- :  Empty place: 16,10 contains: .
I, [2006-01-03T22:13:22.134174 #26646]  INFO -- :  Empty place: 12,7 contains: .
I, [2006-01-03T22:13:22.134374 #26646]  INFO -- :  Empty place: 23,4 contains: .
I, [2006-01-03T22:13:22.134508 #26646]  INFO -- :  Empty place: 6,10 contains: .
I, [2006-01-03T22:13:22.134709 #26646]  INFO -- :  Empty place: 42,7 contains: .
I, [2006-01-03T22:13:22.134924 #26646]  INFO -- :  Empty place: 49,14 contains: .
I, [2006-01-03T22:13:22.135081 #26646]  INFO -- :  Empty place: 19,14 contains: .
I, [2006-01-03T22:13:22.135243 #26646]  INFO -- :  Empty place: 35,6 contains: .
I, [2006-01-03T22:13:22.135475 #26646]  INFO -- :  Empty place: 46,7 contains: .
I, [2006-01-03T22:13:22.135725 #26646]  INFO -- :  Empty place: 57,21 contains: .
I, [2006-01-03T22:13:22.136009 #26646]  INFO -- :  Empty place: 35,22 contains: .
I, [2006-01-03T22:13:22.136140 #26646]  INFO -- :  Empty place: 45,14 contains: .
I, [2006-01-03T22:13:22.136286 #26646]  INFO -- :  Empty place: 47,7 contains: .
I, [2006-01-03T22:13:22.136540 #26646]  INFO -- :  Empty place: 12,7 contains: .
I, [2006-01-03T22:13:22.136701 #26646]  INFO -- :  Empty place: 38,15 contains: .
I, [2006-01-03T22:13:22.136995 #26646]  INFO -- :  Empty place: 28,2 contains: .
I, [2006-01-03T22:13:22.137248 #26646]  INFO -- :  Empty place: 14,16 contains: .
I, [2006-01-03T22:13:22.137410 #26646]  INFO -- :  Empty place: 44,17 contains: .
I, [2006-01-03T22:13:22.137568 #26646]  INFO -- :  Empty place: 46,9 contains: .
I, [2006-01-03T22:13:22.137699 #26646]  INFO -- :  Empty place: 54,20 contains: .
I, [2006-01-03T22:13:22.137835 #26646]  INFO -- :  Empty place: 11,10 contains: .
I, [2006-01-03T22:13:22.137955 #26646]  INFO -- :  Empty place: 34,2 contains: .
I, [2006-01-03T22:13:22.138081 #26646]  INFO -- :  Empty place: 51,19 contains: .
I, [2006-01-03T22:13:22.138273 #26646]  INFO -- :  Empty place: 44,9 contains: .
I, [2006-01-03T22:13:22.138575 #26646]  INFO -- :  Empty place: 7,13 contains: .
I, [2006-01-03T22:13:22.138913 #26646]  INFO -- :  Empty place: 57,21 contains: .
I, [2006-01-03T22:13:22.139196 #26646]  INFO -- :  Empty place: 19,6 contains: .
I, [2006-01-03T22:13:22.139331 #26646]  INFO -- :  Empty place: 28,2 contains: .
I, [2006-01-03T22:13:22.139612 #26646]  INFO -- :  Empty place: 4,17 contains: .
I, [2006-01-03T22:13:22.139800 #26646]  INFO -- :  Empty place: 8,2 contains: .
I, [2006-01-03T22:13:22.139909 #26646]  INFO -- :  Empty place: 31,14 contains: .
I, [2006-01-03T22:13:22.140030 #26646]  INFO -- :  Empty place: 12,4 contains: .
I, [2006-01-03T22:13:22.140194 #26646]  INFO -- :  Empty place: 8,7 contains: .
I, [2006-01-03T22:13:22.140444 #26646]  INFO -- :  Empty place: 17,17 contains: .
I, [2006-01-03T22:13:22.140723 #26646]  INFO -- :  Empty place: 18,8 contains: .
I, [2006-01-03T22:13:22.140883 #26646]  INFO -- :  Empty place: 5,18 contains: .
I, [2006-01-03T22:13:22.141039 #26646]  INFO -- :  Empty place: 16,6 contains: .
I, [2006-01-03T22:13:22.141272 #26646]  INFO -- :  Empty place: 16,10 contains: .
I, [2006-01-03T22:13:22.141461 #26646]  INFO -- :  Empty place: 58,19 contains: .
I, [2006-01-03T22:13:22.141632 #26646]  INFO -- :  Empty place: 46,9 contains: .
I, [2006-01-03T22:13:22.141800 #26646]  INFO -- :  Empty place: 49,8 contains: .
I, [2006-01-03T22:13:22.141954 #26646]  INFO -- :  Empty place: 35,19 contains: .
I, [2006-01-03T22:13:22.142252 #26646]  INFO -- :  Empty place: 45,13 contains: .
I, [2006-01-03T22:13:22.142388 #26646]  INFO -- :  Empty place: 18,12 contains: .
I, [2006-01-03T22:13:22.142543 #26646]  INFO -- :  Empty place: 18,8 contains: .
I, [2006-01-03T22:13:22.142706 #26646]  INFO -- :  Empty place: 13,2 contains: .
I, [2006-01-03T22:13:22.142849 #26646]  INFO -- :  Empty place: 8,2 contains: .
I, [2006-01-03T22:13:22.142968 #26646]  INFO -- :  Empty place: 23,4 contains: .
I, [2006-01-03T22:13:22.143138 #26646]  INFO -- :  Empty place: 35,16 contains: .
I, [2006-01-03T22:13:22.143417 #26646]  INFO -- :  Empty place: 16,12 contains: .
I, [2006-01-03T22:13:22.143594 #26646]  INFO -- :  Empty place: 12,20 contains: .
I, [2006-01-03T22:13:22.143768 #26646]  INFO -- :  Empty place: 6,10 contains: .
I, [2006-01-03T22:13:22.144049 #26646]  INFO -- :  Empty place: 24,14 contains: .
I, [2006-01-03T22:13:22.144244 #26646]  INFO -- :  Empty place: 18,12 contains: .
I, [2006-01-03T22:13:22.144364 #26646]  INFO -- :  Empty place: 6,9 contains: .
I, [2006-01-03T22:13:22.144508 #26646]  INFO -- :  Empty place: 12,4 contains: .
I, [2006-01-03T22:13:22.144643 #26646]  INFO -- :  Empty place: 6,9 contains: .
I, [2006-01-03T22:13:22.144835 #26646]  INFO -- :  Empty place: 12,18 contains: .
I, [2006-01-03T22:13:22.145022 #26646]  INFO -- :  Empty place: 52,17 contains: .
I, [2006-01-03T22:13:22.145217 #26646]  INFO -- :  Empty place: 49,12 contains: .
I, [2006-01-03T22:13:22.145382 #26646]  INFO -- :  Empty place: 18,12 contains: .
I, [2006-01-03T22:13:22.145529 #26646]  INFO -- :  Empty place: 26,2 contains: .
I, [2006-01-03T22:13:22.145634 #26646]  INFO -- :  Empty place: 6,9 contains: .
I, [2006-01-03T22:13:22.145810 #26646]  INFO -- :  Empty place: 45,13 contains: .
I, [2006-01-03T22:13:22.146059 #26646]  INFO -- :  Empty place: 8,4 contains: .
I, [2006-01-03T22:13:22.146268 #26646]  INFO -- :  Empty place: 38,15 contains: .
I, [2006-01-03T22:13:22.146613 #26646]  INFO -- :  Empty place: 9,10 contains: .
I, [2006-01-03T22:13:22.146782 #26646]  INFO -- :  Empty place: 54,15 contains: .
I, [2006-01-03T22:13:22.146969 #26646]  INFO -- :  Empty place: 27,22 contains: .
I, [2006-01-03T22:13:22.147224 #26646]  INFO -- :  Empty place: 12,4 contains: .
I, [2006-01-03T22:13:22.147372 #26646]  INFO -- :  Empty place: 63,18 contains: .
I, [2006-01-03T22:13:22.147556 #26646]  INFO -- :  Empty place: 60,17 contains: .
I, [2006-01-03T22:13:22.147841 #26646]  INFO -- :  Empty place: 51,20 contains: .
I, [2006-01-03T22:13:22.148023 #26646]  INFO -- :  Empty place: 43,4 contains: .
I, [2006-01-03T22:13:22.148257 #26646]  INFO -- :  Empty place: 42,22 contains: .
I, [2006-01-03T22:13:22.148495 #26646]  INFO -- :  Empty place: 16,13 contains: .
I, [2006-01-03T22:13:22.148650 #26646]  INFO -- :  Empty place: 12,4 contains: .
I, [2006-01-03T22:13:22.148918 #26646]  INFO -- :  Empty place: 40,5 contains: .
I, [2006-01-03T22:13:22.149144 #26646]  INFO -- :  Empty place: 3,2 contains: .
I, [2006-01-03T22:13:22.149346 #26646]  INFO -- :  Empty place: 23,17 contains: .
I, [2006-01-03T22:13:22.149505 #26646]  INFO -- :  Empty place: 23,12 contains: .
I, [2006-01-03T22:13:22.149662 #26646]  INFO -- :  Empty place: 54,20 contains: .
I, [2006-01-03T22:13:22.149829 #26646]  INFO -- :  Empty place: 34,15 contains: .
I, [2006-01-03T22:13:22.149992 #26646]  INFO -- :  Empty place: 26,3 contains: .
I, [2006-01-03T22:13:22.150136 #26646]  INFO -- :  Empty place: 19,8 contains: .
I, [2006-01-03T22:13:22.150298 #26646]  INFO -- :  Empty place: 20,12 contains: .
I, [2006-01-03T22:13:22.150474 #26646]  INFO -- :  Empty place: 54,17 contains: .
I, [2006-01-03T22:13:22.150677 #26646]  INFO -- :  Empty place: 10,13 contains: .
I, [2006-01-03T22:13:22.150836 #26646]  INFO -- :  Empty place: 16,6 contains: .
I, [2006-01-03T22:13:22.151001 #26646]  INFO -- :  Empty place: 14,18 contains: .
I, [2006-01-03T22:13:22.151159 #26646]  INFO -- :  Empty place: 7,2 contains: .
I, [2006-01-03T22:13:22.151383 #26646]  INFO -- :  Empty place: 22,14 contains: .
I, [2006-01-03T22:13:22.151526 #26646]  INFO -- :  Empty place: 12,10 contains: .
I, [2006-01-03T22:13:22.151712 #26646]  INFO -- :  Empty place: 66,18 contains: .
I, [2006-01-03T22:13:22.151864 #26646]  INFO -- :  Empty place: 52,17 contains: .
I, [2006-01-03T22:13:22.151987 #26646]  INFO -- :  Empty place: 14,12 contains: .
I, [2006-01-03T22:13:22.152281 #26646]  INFO -- :  Empty place: 5,7 contains: .
I, [2006-01-03T22:13:22.152459 #26646]  INFO -- :  Empty place: 12,20 contains: .
I, [2006-01-03T22:13:22.152611 #26646]  INFO -- :  Empty place: 6,9 contains: .
I, [2006-01-03T22:13:22.152746 #26646]  INFO -- :  Empty place: 26,3 contains: .
I, [2006-01-03T22:13:22.152884 #26646]  INFO -- :  Empty place: 14,12 contains: .
I, [2006-01-03T22:13:22.153095 #26646]  INFO -- :  Empty place: 49,4 contains: .
I, [2006-01-03T22:13:22.153259 #26646]  INFO -- :  Empty place: 47,20 contains: .
I, [2006-01-03T22:13:22.153452 #26646]  INFO -- :  Empty place: 49,12 contains: .
I, [2006-01-03T22:13:22.153631 #26646]  INFO -- :  Empty place: 67,18 contains: .
I, [2006-01-03T22:13:22.153797 #26646]  INFO -- :   Map created
I, [2006-01-03T22:13:22.156767 #26646]  INFO -- :   Player created
I, [2006-01-03T22:13:22.170001 #26646]  INFO -- :   Client created
I, [2006-01-03T22:13:22.170373 #26646]  INFO -- : #<MonsterType:0xb7cc2b94 @hp=5, @char="g", @ia="none", @xp=100, @desc="Small green-skinned humanoid creature, weak but quite smart.", @ag=10, @name="Goblin", @st=3>
I, [2006-01-03T22:13:22.170635 #26646]  INFO -- : #<MonsterType:0xb7cc26f8 @hp=8, @char="G", @ia="none", @xp=150, @desc="Big green-skinned humanoid creature, quite strong and utterly stupid.", @ag=4, @name="Orc", @st=5>
I, [2006-01-03T22:13:22.170762 #26646]  INFO -- :  Empty place: 14,16 contains: .
I, [2006-01-03T22:13:29.067001 #26646]  INFO -- : Bye!
